"actor","text","season","episode","title"
"Mrs. Pinkman","You're not that lawyer on late-night television, are you?","3","02","Caballo Sin Nombre"
"Saul","Better call Saul! I get it all the time.","3","02","Caballo Sin Nombre"
"Lawyer","We're here to discuss the sale of the property at 9809 Margo.","3","02","Caballo Sin Nombre"
"Saul","I get it. Flat-fee clients, am I right? Well, folks, today's your lucky day. I represent a client who shall remain nameless. However, for our purposes you might just as well visualise a large bag of money. This individual wants to buy your house today for cash.","3","02","Caballo Sin Nombre"
"Mrs. Pinkman","Cash?","3","02","Caballo Sin Nombre"
"Saul","Cash. I know, in this economy. The money is already burning a hole in my client's account. You can ask Mr. Gardiner. I've shown him all the pertinent financials.","3","02","Caballo Sin Nombre"
"Lawyer","It's the only reason we're sitting here.","3","02","Caballo Sin Nombre"
"Saul","Fair enough. We get a few papers signed and notarised we can take care of this right now. In fact, I could wire you your money this very afternoon. There's just one little hair in the soup. The price.","3","02","Caballo Sin Nombre"
"Lawyer","We feel 875 is very fair.","3","02","Caballo Sin Nombre"
"Mr","Pinkman  But I suppose there's always a little wiggle room.","3","02","Caballo Sin Nombre"
"Saul","Well, why don't you wiggle us on down to 400 and you got yourselves a deal?","3","02","Caballo Sin Nombre"
"Lawyer","Four hundred thousand? What is that, a joke?","3","02","Caballo Sin Nombre"
"Saul","No, that's my offer.","3","02","Caballo Sin Nombre"
"Mrs. Pinkman","That's less than half-price.","3","02","Caballo Sin Nombre"
"Mr","Pinkman  We put that much into the renovations alone.","3","02","Caballo Sin Nombre"
"Lawyer","Why don't we just cut the clown act and you tell us what you're willing to come up to?","3","02","Caballo Sin Nombre"
"Saul","Four hundred thousand. That's my final offer.","3","02","Caballo Sin Nombre"
"Mr","Pinkman  Waste of time.","3","02","Caballo Sin Nombre"
"Mrs. Pinkman","Ridiculous.","3","02","Caballo Sin Nombre"
"Lawyer","How could you possibly imagine we'd entertain this?","3","02","Caballo Sin Nombre"
"Mr","Pinkman  Come on, hon.","3","02","Caballo Sin Nombre"
"Saul","I don't know. I thought some allowance was in order once I heard about the meth lab. That used to be in the basement. I looked over your signed disclosure statements and I don't see any mention of a meth lab. Nope. Oh, you got your termite inspection. That's good. But no meth lab. Now, some would call that fraud in service of concealing a felony. I, myself, am more open-minded. But it is tricky. Now, don't get me wrong. I applaud your cojones. I mean, good try at sneaking a meth-contaminated property past a buyer. I mean, could've been a good deal for you. Too bad. Now, I could file a suit and encumber this property indefinitely. Or I could start some criminal proceedings. But I don't think any of us want that, now, do we? How about it, counselor? Do you concur?","3","02","Caballo Sin Nombre"
"Walt","There you go, son. Come on. It's not Devil's Island. Okay. Oh, hey.","3","02","Caballo Sin Nombre"
"Skyler","Hello.","3","02","Caballo Sin Nombre"
"Walt","Brought pizza.","3","02","Caballo Sin Nombre"
"Skyler","Yeah. Well, I'm making dinner.","3","02","Caballo Sin Nombre"
"Walt","Okay, I'll just put it in the fridge. It's even better the next day.","3","02","Caballo Sin Nombre"
"Skyler","Hi, honey.","3","02","Caballo Sin Nombre"
"Walt","Skyler. I mean, what kind of example do we want to set here, right? I mean, can't we at least just sit down and eat a piece of pizza together? Just hash things out like adults?","3","02","Caballo Sin Nombre"
"Skyler","We have discussed everything we need to discuss. I thought I made myself very clear.","3","02","Caballo Sin Nombre"
"Walt","I got dipping sticks.","3","02","Caballo Sin Nombre"
"Answering Machine","You've reached Walt's temporary number. Please, leave a message.","3","02","Caballo Sin Nombre"
"Skyler","When I went out this morning to get the newspaper I saw a pizza on our roof. Would you know anything about that? Listen to me, Walt. You need to control yourself. Calm down, accept the situation and keep your distance. If you can't manage that, I will get a restraining order.","3","02","Caballo Sin Nombre"
"Walt","Skyler. Skyler. Got your restraining order right here! Restrain this!","3","02","Caballo Sin Nombre"
"Mr","Pinkman  Breaking even is not so bad. In this economy, a lot of people would k*ll to break even.","3","02","Caballo Sin Nombre"
"Mrs. Pinkman","Poor Jake. He had his heart set on going to Space Camp.","3","02","Caballo Sin Nombre"
"Mr","Pinkman  Oh, no. Oh, God. This is all we need.","3","02","Caballo Sin Nombre"
"Jesse","Hey, Mom, Dad. How's it going?","3","02","Caballo Sin Nombre"
"Mr","Pinkman  Jesse, it's really not a good time. Come on.","3","02","Caballo Sin Nombre"
"Mrs. Pinkman","Jesse, the house has been sold. The new owners are expected at any moment. Where do you think you're going?","3","02","Caballo Sin Nombre"
"Jesse","Inside. I bought the place.","3","02","Caballo Sin Nombre"
"Mike","It's me. There's something he should know about.","3","02","Caballo Sin Nombre"
"Tortuga","More. Another.","3","03","I.F.T."
"Bartender","Careful, senor. Hot day like today too much oil in the machine can cause it to blow a gasket.","3","03","I.F.T."
"Tortuga","There are two kinds of men in this world. Those who drink and those who pour. Shut up and fill my glass. Hey, you two. Yes, you. I used to be just like you. Worked dirt for the man till my hands bled. But no more. Because I learned that a man can never drink his fill by waiting in line for the tap.","3","03","I.F.T."
"Bolsa","Listen to him. He can teach you something!","3","03","I.F.T."
"Tortuga","Hey, how you doing, boss?","3","03","I.F.T."
"Bolsa","Good to see you, my friend. You know, I never pegged you for such a deep thinker.","3","03","I.F.T."
"Tortuga","I keep thinking I should write a book.","3","03","I.F.T."
"Bolsa","Maybe, maybe","3","03","I.F.T."
"Tortuga","So, what brings you to this burro's assh*le of a town?","3","03","I.F.T."
"Bolsa","I knew I would find you here. Don't you have something to deliver? Cutting it close, aren't you?","3","03","I.F.T."
"Tortuga","Lots of time. Tortuga may be slow out of the gate, but he always…","3","03","I.F.T."
"Bolsa","Finishes first. Yes, I know. Just like your namesake. I like the way you talk, Tortuga.","3","03","I.F.T."
"Tortuga","Yeah?","3","03","I.F.T."
"Bolsa","You've got such a way with words. They flow like a waterfall. I like that about you. I'm so stupid. I missed your birthday. No, I feel terrible. So bad I came all the way here to this burro's assh*le to give you your present.","3","03","I.F.T."
"Tortuga","Present? Come on, boss. No need to go through the trouble.","3","03","I.F.T."
"Bolsa","Forget it, I wanted to. I have it for you in the back.","3","03","I.F.T."
"Tortuga","Back there?","3","03","I.F.T."
"Bolsa","Yes. Come. Follow me.","3","03","I.F.T."
"Tortuga","It's perfect!","3","03","I.F.T."
"Bolsa","Do you really like it?","3","03","I.F.T."
"Tortuga","I love it! What a great pet it will make. Thank you, boss!","3","03","I.F.T."
"Bolsa","Excellent. Let me sign it for you. Let me sign it ""For the big talker.""","3","03","I.F.T."
"Mike","He's still breathing. Well, by the looks of him, he has no idea how close he came. I'm assuming Saul Goodman doesn't need to know. Mum's the word.","3","03","I.F.T."
"Skyler","Hang on, baby.","3","03","I.F.T."
"Walt","Hello.","3","03","I.F.T."
"Skyler","Walt? Are you in the house?","3","03","I.F.T."
"Walt","Oh, hey, Skyler. Yeah, it's me.","3","03","I.F.T."
"Skyler","What? What the hell are you doing in there?","3","03","I.F.T."
"Walt","I'm back.","3","03","I.F.T."
"Skyler","No, no, you're not back, Walt. You're not back. Get out of there.","3","03","I.F.T."
"Walt","Well, it's my house too, Skyler. No I'm staying. End of story.","3","03","I.F.T."
"Skyler","We had an agreement.","3","03","I.F.T."
"Walt","I didn't agree to anything. Now, look, just come on inside and we'll talk this through, okay?","3","03","I.F.T."
"Skyler","No. No. There's nothing to talk about. I am not coming in there until you get out.","3","03","I.F.T."
"Walt","Well, suit yourself.","3","03","I.F.T."
"Skyler","Walt. Walt?","3","03","I.F.T."
"Skyler","What is wrong with you?","3","03","I.F.T."
"Walt","Skyler, I have every right to be here.","3","03","I.F.T."
"Skyler","No, you don't. You don't live here anymore. We're getting a divorce.","3","03","I.F.T."
"Walt","I don't agree to a divorce.","3","03","I.F.T."
"Skyler","Well, it's not up to you! If you don't get out of here right now, I'm gonna call the police and I'm going to tell them everything. I mean it, Walt.","3","03","I.F.T."
"Walt","There's the phone.","3","03","I.F.T."
"Skyler","It's ringing.","3","03","I.F.T."
"Operator","Albuquerque Police Department. Operator number 314. How may I help you? Albuquerque Police Department. How may I help you?","3","03","I.F.T."
"Skyler","Yes, I want to report a disturbance, please. No, no, it's not exactly, it's a domestic issue. Okay. They're connecting me. Right hand to God, I will tell them.","3","03","I.F.T."
"Walt","Do what you have to do, Skyler. This family is everything to me. Without it, I have nothing to lose.","3","03","I.F.T."
"Skyler","Fine. Yes. My name is Skyler White. I need police assistance at my home right away. My soon-to-be ex-husband broke into my house and I need an officer to come and remove him. It's 308 Negra Arroyo Lane. Okay. Okay. Thank you. They're coming.","3","03","I.F.T."
"Walter Junior","Dad's here? Dad.","3","03","I.F.T."
"Walt","Hey, son. How are you?","3","03","I.F.T."
"Walter Junior","Are you back for good?","3","03","I.F.T."
"Skyler","Why are you home so soon?","3","03","I.F.T."
"Walter Junior","I'm not.","3","03","I.F.T."
"Walt","Hey, I am starving. How about a grilled cheese?","3","03","I.F.T."
"Walter Junior","Sure.","3","03","I.F.T."
"Walt","You want one too?","3","03","I.F.T."
"Skyler","Walter. Your dad and I have something we need to discuss. When your sandwich is ready, I'll bring it to your room.","3","03","I.F.T."
"Walter Junior","Mom, can't it wait? I haven't seen Dad in, like, forever.","3","03","I.F.T."
"Skyler","Walter?","3","03","I.F.T."
"Walt","How was school?","3","03","I.F.T."
"Walter Junior","It was good.","3","03","I.F.T."
"Walt","Yeah? Homework?","3","03","I.F.T."
"Walter Junior","No, not really.","3","03","I.F.T."
"Walt","Not really? What does that mean?","3","03","I.F.T."
"Walter Junior","So are you gonna be at work tomorrow?","3","03","I.F.T."
"Walt","Yeah, that's the plan.","3","03","I.F.T."
"Cop","Hello, ma'am. We were called about a disturbance?","3","03","I.F.T."
"Skyler","It's more of a trespassing situation, really, but yeah, that was me.","3","03","I.F.T."
"Walter Junior","You called the cops on Dad?","3","03","I.F.T."
"Skyler","I came home from work and he was back. He had just moved back into the house. And I asked him to leave, but he won't listen. I just want him out. I want him out of the house.","3","03","I.F.T."
"Cop","Okay, Mrs. White, there's a couple questions I need to ask you. It's very important you answer honestly. Did he strike you?","3","03","I.F.T."
"Skyler","No.","3","03","I.F.T."
"Cop","Has he ever hit you?","3","03","I.F.T."
"Skyler","No. This is not about violence. This is about trespassing. About him being here against my will.","3","03","I.F.T."
"Cop","Okay. Trespassing. You're divorced, then?","3","03","I.F.T."
"Skyler","No, working on it. Right now, we’re separated.","3","03","I.F.T."
"Cop","Legally separated?","3","03","I.F.T."
"Skyler","There's not a court order, if that's what you mean. But we've been living apart for almost two weeks, give or take. I changed the locks. Isn't that breaking and entering?","3","03","I.F.T."
"Cop","Whose name is on the title to the house?","3","03","I.F.T."
"Skyler","Both of us. It's jointly owned.","3","03","I.F.T."
"Cop","We can't arrest a man for breaking into his own house. Not without a court order requiring he stays away. Unless he's threatened you or the kids.","3","03","I.F.T."
"Skyler","No. Not physically. But having him in the house is just, it's not a good thing. Excuse me.","3","03","I.F.T."
"Walt","I got her, honey. Come here. Here we go. You hungry? You hungry? Here we go. That was it. I'm sorry, officer. Where were we?","3","03","I.F.T."
"Other Cop","Disagreements.","3","03","I.F.T."
"Walt","Yes, well, we've had our share of that. I haven't been the most attentive husband lately.","3","03","I.F.T."
"Cop","Mrs. White, would this be easier if we stepped outside for a minute?","3","03","I.F.T."
"Skyler","No. Nope. I'm fine right here.","3","03","I.F.T."
"Cop","I'm gonna level with you, ma'am. If you want him out of the house, you'll have to help me. Is it possible maybe he's broken any laws that you know of? Anything at all. Anything that we could work with here, just tell me. Even if it's just a suspicion, I can work with that. I'll get him out of the house for you.","3","03","I.F.T."
"Other Cop","What's your take on all this?","3","03","I.F.T."
"Walter Junior","It's my mom's fault. She won't even say what my dad did and it's because he didn't do anything. I don't know why she's being this way. My dad, he is a great guy.","3","03","I.F.T."
"Walt","Son, it's not your mom's fault.","3","03","I.F.T."
"Cop","Mrs. White. I'm sorry, ma'am. There's no legal basis for us to remove your husband from the house. Next time you feel things are getting out of control you should call this number. It's the family hotline. I'd really look into some counseling. Best of luck to you folks.","3","03","I.F.T."
"Walt","Listen, thank you, officers. We're sorry.","3","03","I.F.T."
"Walter Junior","Why you gotta do this to Dad?","3","03","I.F.T."
"Walt","Junior, wait, come on. Don't blame your mother for this. Sorry.","3","03","I.F.T."
"Skyler","Welcome home.","3","03","I.F.T."
"Saul","He lives. Happy housewarming, kid. Don't look so glad to see me.","3","03","I.F.T."
"Jesse","Thanks.","3","03","I.F.T."
"Saul","Interesting decor. It's subtle. The whole minimalist thing never really blew my hair back, but hey. So how are you doing? Staying clean? Good. I was kind of worried that you were back to old habits since I didn't hear from you, you know. You realise how stupid it is to ignore your counsel's phone calls? What if I was trying to warn you that the DEA was gonna kick down your door? What then?","3","03","I.F.T."
"Jesse","Why don't you spare me the sermon and get to why you're here?","3","03","I.F.T."
"Saul","Fair enough. Remember the other day when I brought up the idea of you getting back in touch with your partner? Well, I kind of wanted to re-float that boat. I'm not suggesting you yourself get back to cooking. I mean, you being in rehab and all. I only want you to convince the master chef to do his thing. So, what do you say?","3","03","I.F.T."
"Jesse","Sure, man. Whatever.","3","03","I.F.T."
"Saul","Okay. Whatever what? I mean, you gonna call him?","3","03","I.F.T."
"Jesse","I said I'll handle it. Now, bounce, will you? Please?","3","03","I.F.T."
"Saul","Final thought. Look at this place. You're house-poor, you got no bankroll. If you get the maestro cooking again, I'll make it worth your while. Call him.","3","03","I.F.T."
"Jane’s Voicemail","If you're trying to sell me something, I've got four words for you  ""Do Not Call list."" However, if you're cool, leave it at the beep.","3","03","I.F.T."
"Hank","Schrader. Yes, sir. Yeah, what's up? Yeah? That's great news, sir. Thank you. Yeah, yeah, absolutely, you can bet on that. Hey, listen, thanks again, sir I really appreciate you stepping to the plate. Thank you.","3","03","I.F.T."
"Steve","So you gonna keep me in suspense or what? What's the good news?","3","03","I.F.T."
"Hank","Merkert called in a couple of favors. El Paso wants me back.","3","03","I.F.T."
"Steve","Hey, man, congrats, man. That's fantastic.","3","03","I.F.T."
"Hank","Thank you.","3","03","I.F.T."
"Gus","Hello. Gentlemen. Welcome. Thank you for coming. Any difficulty at the border?","3","03","I.F.T."
"Bolsa","The day I can't get across the border is the day I retire.","3","03","I.F.T."
"Gus","Please, come in. I apologize that it's not wheelchair accessible.","3","03","I.F.T."
"Bolsa","My apologies, Gustavo. Of course, you should have been advised. It's your territory, you had a right to bless the order. But we had no reason to believe the man was of concern to you.","3","03","I.F.T."
"Gus","Indeed, he is.","3","03","I.F.T."
"Bolsa","So you're in business with this Heisenberg.","3","03","I.F.T."
"Gus","I don't know him by that name, but yes. I've made no secret of the fact that I have always done business with certain local manufacturers. You and I, we still make money together. It's never affected our relationship.","3","03","I.F.T."
"Bolsa","Don Salamanca had a nephew named Tuco.","3","03","I.F.T."
"Gus","Yes, I knew of him.","3","03","I.F.T."
"Bolsa","Then perhaps you know Don Salamanca mentored him in the business. Thought of Tuco as a son. When Don Salamanca was no longer able, Tuco took over for his uncle. He was a key man in our organization north of the border. He was loyal. This Heisenberg, Walter White he was one of Tuco's local suppliers. Until he betrayed Tuco. So now you see, blood must be repaid by blood. Tuco's cousins here, they have the right to exact vengeance. The Salamanca family, the cartel, everyone stands shoulder to shoulder on this.","3","03","I.F.T."
"Gus","Don Salamanca. Gentlemen. I feel your loss deeply. Please accept my condolences. I have no issue with your right to vengeance. But I am presently engaged in business with this man. When our business is done he will no longer be of any concern to me. Until then I need him alive.","3","03","I.F.T."
"Bolsa","Excuse us. I don't tell you how to fry your chickens, Gustavo. You should really leave matters of my organization's politics to me.","3","03","I.F.T."
"Gus","Do I not run my own territory?","3","03","I.F.T."
"Bolsa","Of course you do. And I will advise them to be patient. But I recommend you finish your business with the man quickly. Or you risk losing the good graces of the cartel. That would not be wise. And those boys inside I cannot guarantee that they will listen. They are not like you and I.","3","03","I.F.T."
"Jane’s Voicemail","If you're trying to sell me something, I've got four words for you  ""Do Not Call list."" However, if you're cool, leave it at the beep. If you're trying to sell me something, I've got four words for you  ""Do Not Call list. "" However, if you're cool, leave it at the beep. If you're trying to sell me something, I've got four words for you…”","3","03","I.F.T."
"Skyler","Sweetheart. I'm sorry. I'm sorry. It's okay. It's okay, my girl. Yes, it's okay. It's okay. Mama's got you. I've got you. Yes. Yes.","3","03","I.F.T."
"Walt","Skyler? Want some help? Skyler, can I use the bathroom? God.","3","03","I.F.T."
"Lawyer","What do you mean? Against your will?","3","03","I.F.T."
"Skyler","Yes. Very much against my will. He just showed right back up. And he doesn't want a divorce. Won't even consider it. I called the police on him. I was so close…","3","03","I.F.T."
"Lawyer","So close to what?","3","03","I.F.T."
"Skyler","Nothing. Never mind.","3","03","I.F.T."
"Lawyer","Skyler, I can't advise you properly if you don't give me all the facts. Understand, I'm bound by the attorney-client privilege to keep everything you tell me a secret. I can't tell a soul unless you authorize me to.","3","03","I.F.T."
"Skyler","Even if it's something illegal?","3","03","I.F.T."
"Lawyer","Especially if it's illegal. I'm your lawyer, not the police. My job is to protect you.","3","03","I.F.T."
"Skyler","My husband makes meth. Methamphetamine.","3","03","I.F.T."
"Lawyer","Your husband's a drug dealer?","3","03","I.F.T."
"Skyler","A manufacturer, technically. They call them cooks. I looked it up on the Internet.","3","03","I.F.T."
"Lawyer","This is my advice, and you should take it  Sue your husband for divorce immediately. Let me go to the police and tell them what you just told me. I'll go in ex parte to get a restraining order from the court today. If he comes anywhere near you and your children, he'll go straight to jail. No questions asked. This is a no-brainer. It's the best thing for you and your family.","3","03","I.F.T."
"Skyler","I can't. I can't do it. I don't want my son to find out that his father is a criminal. I just, I can't do that to him.","3","03","I.F.T."
"Lawyer","In the end, it may not be up to you. Drug dealers have a way of getting caught.","3","03","I.F.T."
"Skyler","Walt has lung cancer. His treatment bought him some time. But the doctors, they all say that sooner or later. I can't see why I should lay all this on my family when things may resolve themselves on their own without anyone else knowing.","3","03","I.F.T."
"Steve","Man, did I lose a bet or something? What are we doing in this sh*thole?","3","03","I.F.T."
"Hank","Relax, will you?","3","03","I.F.T."
"Steve","Relax? This is the kind of place you get knifed. We should have went to Chili's, man.","3","03","I.F.T."
"Hank","All right, already. Jesus.","3","03","I.F.T."
"Steve","Outback Steakhouse. It's not too late. They got that Blooming Onion.","3","03","I.F.T."
"Hank","What's wrong with spicing things up a little?","3","03","I.F.T."
"Steve","This spice looks like it's been through a couple of guys already. So when you headed back down to El Paso?","3","03","I.F.T."
"Hank","You know. Between all the packing, errands, getting the ducks in a row maybe a week or two.","3","03","I.F.T."
"Steve","Week or two? Come on, man. I'd be dying to get back in the action. It's not like there's nothing going on up here.","3","03","I.F.T."
"Hank","What are you talking about?","3","03","I.F.T."
"Steve","Ain't jack going on up here. It's quiet as hell.","3","03","I.F.T."
"Hank","I'm gonna hit the head. Those two over there. I think they're holding.","3","03","I.F.T."
"Steve","Man, in this place, the bartender's probably holding. All right.","3","03","I.F.T."
"Hank","What you doing?","3","03","I.F.T."
"Steve","Calling A.P.D. What do you think?","3","03","I.F.T."
"Hank","Since when can't we handle a couple dirtballs?","3","03","I.F.T."
"Steve","Come on, man. Courtesy call. What if Vice is running some kind of undercover op?","3","03","I.F.T."
"Hank","Screw it. It's your turn to pay.","3","03","I.F.T."
"Steve","Where you going?","3","03","I.F.T."
"Hank","Gotta take a leak.","3","03","I.F.T."
"Steve","Jesus, get yourself some Flomax.","3","03","I.F.T."
"Hank","Stand up.","3","03","I.F.T."
"Guy","You got a problem with us, bitch?","3","03","I.F.T."
"Hank","Your move. DEA. Don't move. Go out and tell my partner to get his ass in here.","3","03","I.F.T."
"Jane’s Voicemail","If you're trying to sell me something, I've got four words for you  ""Do Not Call list."" However, if you're cool, leave it at the beep. If you're trying to sell me something, I've got four words for you  ""Do Not Call…”","3","03","I.F.T."
"Recording","The number you have reached, 149-4985 in area code 505 is no longer…","3","03","I.F.T."
"Walt","Skyler. Can we talk?","3","03","I.F.T."
"Steve","ASAC wants to see you.","3","03","I.F.T."
"Hank","And?","3","03","I.F.T."
"Steve","We were hanging back, saw a deal go down. I went outside to call it in. You stayed to keep an eye on the suspects. That's when they attacked you. What I didn't tell him is that you left your g*n under the seat before you went back inside.","3","03","I.F.T."
"Walt","I've done a terrible thing. But I did it for a good reason. I did it for us. That is college tuition for Walter Jr and Holly 18 years down the road. That is health insurance for you and the kids. For Junior's physical therapy, his SAT tutor. It's money for groceries, for gas, for birthdays and graduation parties. Skyler, that money is for this roof over your head. The mortgage you aren't gonna be able to afford on a part-time bookkeeper's salary when I'm gone.","3","03","I.F.T."
"Skyler","Walt, I…","3","03","I.F.T."
"Walt","Please. Please. This money, I didn't steal it. It doesn't belong to anyone else. I earned it. The things I've done to earn, the things that I've had to do I've got to live with them. Skyler, all that I've done, all the sacrifices that I have made for this family all of it will be for nothing if you don't accept what I've earned. Please. I'll be here when you get home from work. You can give me your answer then.","3","03","I.F.T."
"Ted","Hey, Sky.","3","03","I.F.T."
"Skyler","Are your kids home?","3","03","I.F.T."
"Louis","Hey, Mrs. White.","3","03","I.F.T."
"Skyler","Hey, Louis.","3","03","I.F.T."
"Louis","Hey, thanks for having me over for dinner.","3","03","I.F.T."
"Skyler","Sure.","3","03","I.F.T."
"Walt","Hey, Skyler. I'm cooking dinner. Pot roast. So how was your day?","3","03","I.F.T."
"Skyler","Good.","3","03","I.F.T."
"Walt","Good. Excellent. I hope you don't mind, I invited Louis to stay for dinner tonight. You know, as a thank you for driving Walter Jr. to school for us. We've been kind of absent but, I tell you, Louis really pitched in. Look, I just wanna say that I feel good about our talk this morning and I'm very eager to hear what you're thinking about what we talked about. But, you know, whenever you're ready, of course. Honesty is good. Don't you think?","3","03","I.F.T."
"Skyler","I f*cked Ted. Boys, dinner. Iced tea?","3","03","I.F.T."
"Walter Junior","Yeah. Okay. Thank you.","3","03","I.F.T."
"Skyler","Louis?","3","03","I.F.T."
"Louis","Yes, please.","3","03","I.F.T."
"Skyler","All right. I want you boys both to eat your salad, okay? Okay. I know nobody likes salad but it's good for you.","3","03","I.F.T."
"Cara","So cigarettes and gas is $79.","3","04","Green Light"
"Jesse","70. Crap.","3","04","Green Light"
"Cara","There's an ATM right outside.","3","04","Green Light"
"Jesse","Yeah, I don't have a card.","3","04","Green Light"
"Cara","Well, you can write a personal check with ID.","3","04","Green Light"
"Jesse","Kind of in between banks right now. You think I could just come back later? I'm totally good for it. I'd come back, I swear.","3","04","Green Light"
"Cara","If it were me, I'd be totally, you know, ""No problem."" But my dad is this ginormous hard-ass. He was in Fallujah for a year. And he always checks the receipts. I mean, like, always. I gotta call him. I'm sorry.","3","04","Green Light"
"Jesse","Wait, wait, wait. Hold on a second. Maybe we could trade. Ever try it?","3","04","Green Light"
"Cara","I mean, I smoke pot a lot sometimes. I party. But that stuff's really addictive, right?","3","04","Green Light"
"Jesse","Not really. It's just a media thing. You know?","3","04","Green Light"
"Cara","What's it like?","3","04","Green Light"
"Jesse","It's awesome. Everything's maximum interesting. You get these really cold and sharp-like action dagger feelings. It's awesome. Come on. What do you say? Have a nice day.","3","04","Green Light"
"Saul","So how does it feel? Does it hurt?","3","04","Green Light"
"Antonio","Yeah, it's tight.","3","04","Green Light"
"Saul","Yeah, but is it painful?","3","04","Green Light"
"Antonio","It's hard to breathe.","3","04","Green Light"
"Saul","Well, you need your breathing. Although let's not lose sight of the fact that you were the victim of a terrible accident, Antonio, so some discomfort is to be expected. Let's go with that one. A cashier's check, por favor. Oh, and spread the word. I'm building a class-action, flight 515. Victims' families would be great. I'll take anyone on the ground who suffered emotionally. Anxiety, sleeplessness. You get the picture. Trouble?","3","04","Green Light"
"Walt","Ted Beneke? You cannot be serious. That guy is a joke.","3","04","Green Light"
"Skyler","You know what? You called my bluff.","3","04","Green Light"
"Walt","What does that even mean?","3","04","Green Light"
"Skyler","You dared me to tell the police and I couldn't do it, so you win. If you want to stay in this house, fine, but we are not married anymore.","3","04","Green Light"
"Walt","I told you that I was done cooking meth, Skyler. I promised you that.","3","04","Green Light"
"Skyler","So what?","3","04","Green Light"
"Walt","You know what? At least I didn't run off to go…Jesus! I mean, everything that I did, I did for this family.","3","04","Green Light"
"Skyler","Just keep telling yourself that.","3","04","Green Light"
"Walt","What is that supposed to mean?","3","04","Green Light"
"Skyler","You don't like it, then leave. And take your drug money with you.","3","04","Green Light"
"Walt","That's what you want.","3","04","Green Light"
"Saul","Jesus.","3","04","Green Light"
"Mike","Garbage disposal.","3","04","Green Light"
"Walt","You think this will get me to move out? You can screw Ted. You can screw the butcher, the mailman.","3","04","Green Light"
"Skyler","God, Walt.","3","04","Green Light"
"Walt","Whoever you want. Screw them all. I'm not going anywhere.","3","04","Green Light"
"Skyler","Suit yourself.","3","04","Green Light"
"Saul","Is this a good or bad thing?","3","04","Green Light"
"Walt","Suit myself. You want me to suit myself? I'll suit myself to his face!","3","04","Green Light"
"Saul","It's a bad thing.","3","04","Green Light"
"Walt","Hello. Walter White to see Ted Beneke.","3","04","Green Light"
"Margaret","I'm sorry. Mr. Beneke's on a conference call.","3","04","Green Light"
"Walt","Okay. I will wait.","3","04","Green Light"
"Margaret","It could be a while.","3","04","Green Light"
"Walt","I have all the time in the world. Okay. Here we go. Okay.","3","04","Green Light"
"Margaret","Excuse me. Mr. Beneke's not available.","3","04","Green Light"
"Walt","Ted? Come on.","3","04","Green Light"
"Margaret","Sir, excuse me. Excuse me.","3","04","Green Light"
"Walt","Ted, I can see you. I can see you standing right there in your office. Now, come on. Open the door. Come on, let's talk. I just want to talk. That's all. Come on, let's be men about this. Okay? How about that?","3","04","Green Light"
"Ted","Hey, Walt. I'm kind of in the middle of something now.","3","04","Green Light"
"Walt","Oh, yes, you are. So open the door. You're damn right. You're right in the middle. Just open the door and let's talk about it, okay? Open the door, Ted, right now. You don't want to be a man about it? Plan B. How do you like that? Plan B.","3","04","Green Light"
"Margaret","We have a situation.","3","04","Green Light"
"Walt","I'm talking with Ted. Next time, you'll open the door.","3","04","Green Light"
"Employee","Freeze!","3","04","Green Light"
"Walt","Come on. Oh, damn it. No, I'm just here to talk. I just want to talk to him.","3","04","Green Light"
"Employee","Outside. Let's go.","3","04","Green Light"
"Walt","God. Can I just talk? I just want to talk to him.","3","04","Green Light"
"Employee","Calm down.","3","04","Green Light"
"Walt","Okay, all right. All right, all right, all right. I'm calm. I'm calm. assh*le. What do you want? What do you want? Hey! Hey, come on.","3","04","Green Light"
"Saul","What the hell is wrong with you? You act like you're the first guy this happened to. I caught my second wife screwing my stepdad, okay? It's a cruel world, Walt. Grow up.","3","04","Green Light"
"Walt","I just wanted to talk to him.","3","04","Green Light"
"Saul","Yeah, well, now I'm talking to you. Consider this an intervention. You could have been arrested back there. You understand. Speaking as your lawyer, I'm always looking for billable hours. But speaking as your business associate I'm strongly advising that you get your shit together. Just cool it with this Beneke guy, at least for now. Okay? Let's talk shop, because I think this is a great opportunity to channel some of that negative energy into something positive.","3","04","Green Light"
"Walt","How did you know?","3","04","Green Light"
"Saul","Sorry?","3","04","Green Light"
"Walt","About Skyler. About where to find me just now. How did you know?","3","04","Green Light"
"Saul","That's just my meticulousness. Don't bog down in detail, Walt. The lesson here should be…","3","04","Green Light"
"Walt","Did you bug my house?","3","04","Green Light"
"Saul","Yeah! But I didn't know it was your house, did I? You'd moved out. Besides, you basically told me to.","3","04","Green Light"
"Walt","I told you to?","3","04","Green Light"
"Saul","You strongly hinted that I should. You were worried your wife might say something to the police.","3","04","Green Light"
"Walt","What? No, no, that's not true. When the hell did I say that?","3","04","Green Light"
"Saul","Let's not get lost in the who, what and whens. The point is we did our due diligence and she didn't talk. She kept quiet. She stood by you, Walt. Which, if you ask me, is the ironical silver lining here. I mean, on the one hand sure, she snuck off the reservation to get some dirty, damp and deep. On the other hand.. Off me!","3","04","Green Light"
"Walt","You're fired! You're done!","3","04","Green Light"
"Saul","Good! ""Oh, boohoo, I won't cook meth anymore"". You're a crybaby! Who needs you? And I'm unplugging the website, so no more money laundering! How do you like that?","3","04","Green Light"
